product_name,generic_name,quantity,brands,brands_tags,categories,categories_tags,categories_en
,,,,,,,
Pringles screaming dill pickles,,55 oz,,,"Snacks, Snacks salés, Apéritif, Chips et frites, Chips, Tuiles salées","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,fr:tuiles-salees","Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,fr:Tuiles salées"
,,,Bjorg,bjorg,,,
Stuffed Queen Sevillano Olives,,,Trader Joe's,trader-joe-s,"Plant-based foods and beverages, Plant-based foods, Pickles, Olive tree products, Plant-based pickles, Olives, Stuffed olives","en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:stuffed-olives","Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Stuffed olives"
Premium Chunk White Chicken In Broth,,,Trader Joe's,trader-joe-s,,,
Creamy king prawn risotto,,,,,,,
,,,By Sainsbury's,by-sainsbury-s,,,
,,450 g,,,,,
Yerba Mate,,1 kg,Rosamonte,rosamonte,,,
Toffee Sundae,,,,,,,
Pigs in blankets,,380g,Marks and Spencer,marks-and-spencer,,,
Olde english farmhouse pork sausages,,,M&S,m-s,"Viandes, Charcuteries, Saucisses","en:meats,en:prepared-meats,en:sausages","Meats,Prepared meats,Sausages"
Pretty pastel butterfly celebration cake,,,Marks & Spencer,marks-spencer,,,
Ke're choco noisettes,,,,,,,
,,,,,,,
,,,Marks & Spencer,marks-spencer,,,
,,330 ml,Marks & Spencer,marks-spencer,,,
,,,,,,,
,,,,,,,
Cornish Pale Ale,,500 mL,Marks & Spencer,marks-spencer,"Beverages, Alcoholic beverages, Beers","en:beverages,en:alcoholic-beverages,en:beers","Beverages,Alcoholic beverages,Beers"
bio kokosmehl,,1000gr,Green Organic,green-organic,es:Cápsulas veganas,es:capsulas-veganas,es:capsulas-veganas
m&m's Mint,,,,,,,
noix de cajou,,,,,,,
,,,,,,,
,,,,,"Boissons, Boissons alcoolisées, Vins, Vins italiens, it:Aglianico del Vulture","en:beverages,en:alcoholic-beverages,en:wines,en:wines-from-italy,it:aglianico-del-vulture","Beverages,Alcoholic beverages,Wines,Wines from Italy,it:Aglianico del Vulture"
Baking Soda,,,Trader Joe's,trader-joe-s,,,
British Iceberg Lettuce,,1,Sainsbury's,sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Fresh foods, Fresh plant-based foods, Leaf vegetables, Fresh vegetables, Lettuces","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:lettuces","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Fresh foods,Fresh plant-based foods,Leaf vegetables,Fresh vegetables,Lettuces"
Huile de noix,,250 ml,La tourangelle,la-tourangelle,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Fruits à coques et dérivés, Matières grasses végétales, Huiles, Huiles de fruits à coques, Huiles de noix","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:nuts-and-their-products,en:vegetable-fats,en:vegetable-oils,en:nut-oils,en:walnut-oils","Plant-based foods and beverages,Plant-based foods,Fats,Nuts and their products,Vegetable fats,Vegetable oils,Nut oils,Walnut oils"
Organic plant protein blend cacao,,,BodyMe,bodyme,Dietary supplements,en:dietary-supplements,Dietary supplements
Flohsamenschalen OFFEN,,,,,,,
All Butter Croissant,,,Marks And Spencer,marks-and-spencer,"Snacks, Snacks sucrés, Viennoiseries, Croissants","en:snacks,en:sweet-snacks,en:viennoiseries,en:croissants","Snacks,Sweet snacks,Viennoiseries,Croissants"
Yellow Mustard,,9 OZ (25.5g),Heinz,heinz,"Groceries, Condiments, Sauces, Mustards","en:groceries,en:condiments,en:sauces,en:mustards","Groceries,Condiments,Sauces,Mustards"
,,,,,,,
Cordon bleu,,,,,,,
huile de lin,,,bioléane,bioleane,25cl,fr:25cl,fr:25cl
purée déshydraté Mousline,,130 g,Maggi,maggi,,,
,,,,,,,
graine de nigelle,,500g,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Epicerie, Condiments, Epices, Cumin, Graines de cumin, Graines de nigelle, Noir","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments,en:spices,en:cumin,en:whole-cumin-seeds,fr:graines-de-nigelle,fr:noir","Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Spices,Cumin,Whole cumin seeds,fr:graines-de-nigelle,fr:noir"
"Salade à la Mexicaine au Maïs doux, Poivrons, Riz et Avocat","Riz à la mexicaine, quinoa et avocat avec une sauce au piment et au citron vert ",205 g e,Marks & Spencer,marks-spencer,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Salades, Salades composées, Plats préparés d'origine végétale, Réfrigérés, Plats préparés réfrigérés","en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:salads,en:plant-based-meals,en:prepared-salads,en:refrigerated-foods,en:refrigerated-meals","Plant-based foods and beverages,Plant-based foods,Meals,Salads,Plant-based meals,Prepared salads,Refrigerated foods,Refrigerated meals"
Salade de Riz au Saumon Teriyaki,,,Marks & Spencer,marks-spencer,,,
Sweet & smoky mini fillets,,,Marks and Spencer,marks-and-spencer,,,
tree ripened papaya,,1 papaya,"sainsbury's,by sainsbury's","sainsbury-s,by-sainsbury-s","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits"
Comté fruité,,,,,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, , Fromages à pâte pressée cuite, Fromages de France, en:labeled-cheeses, en:aoc-cheeses, Comté","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,fr:comte,en:aoc-cheeses,en:labeled-cheeses","Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,French cheeses,fr:Comté,Aoc-cheeses,Labeled-cheeses"
,,150 g,M&S,m-s,,,
Salchichon de bellota,,,,,,,
Salami Alipende,,100 g,Alipende,alipende,,,
,,,Coca-Cola,coca-cola,,,
Celery,,,"Sainsbury's, By Sainsbury's","sainsbury-s,by-sainsbury-s","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Epicerie, Condiments, Plantes condimentaires","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments,en:culinary-plants","Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants"
Lattice Topped Mince Pies,"6 tartelettes en pâte brisée garnies d'un mélange fruité, avec des raisins secs et recouvertes de croisillons de pâte. - Lattice Topped Mince Pies",,Marks & Spencer,marks-spencer,"Aliments et boissons de Noël, Tartes, Tartelettes, en:Mince pies","en:christmas-foods-and-drinks,en:pies,en:tartlets,en:mince-pies","Christmas foods and drinks,Pies,Tartlets,Mince-pies"
Hard Filled Candy,,,Specialita Le Italiane,specialita-le-italiane,,,
British whole cucumber,,,"Sainsbury's, By Sainsbury's","sainsbury-s,by-sainsbury-s",,,
,,,Hacendado,hacendado,,,
Noix de coco cubes,,,Jardin Bio,jardin-bio,,,
Cornish Cove Grated Cheddar Mature,,250 g,M&S,m-s,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese"
Crevettes crues decortiquees,,,,,,,
Hocus Pocus Cauldron Box,,,,,,,
Chocolate sandwich fingers,,,,,,,
,,,,,,,
Jambon fumé et coleslaw,,,,,"Sandwichs, Sandwichs garnis de charcuteries, Sandwichs au jambon, Sandwich au jambon et au coleslaw","en:sandwiches,en:sandwiches-filled-with-cold-cuts,en:ham-sandwiches,fr:sandwich-au-jambon-et-au-coleslaw","Sandwiches,Sandwiches filled with cold cuts,Ham sandwiches,fr:sandwich-au-jambon-et-au-coleslaw"
After Dinner,,,M&S,m-s,,,
Roasted & Salted Cashews,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Noix de cajou","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:cashew-nuts","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts"
Cherry Spritzer,,25 cl,M&S Food,m-s-food,"Boissons, Boissons alcoolisées","en:beverages,en:alcoholic-beverages","Beverages,Alcoholic beverages"
Cookies,,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Cookies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:cookies","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Cookies"
All Butter Viennese,,,,,,,
All Butter Scottish Shortbread Assortment,Biscuits sablés - All Butter Scottish Shortbread Assortment,,Marks & Spencer,marks-spencer,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés, Shortbread","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies,en:shortbread","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Shortbread cookies,Shortbread"
,,,Marks & Spencer,marks-spencer,,,
"Milk , Dark & Whitr Selection Box",,,"Marks And Spencer, Marks & Spencer","marks-and-spencer,marks-spencer",,,
Brutti E Buoni Alle Mandorle,,,Ghiott,ghiott,,,
Tacos,,,,,,,
Préparation de riz style mexicain,,,Marks & Spencer,marks-spencer,,,
Barbecue Sauce,,,Marks & Spencer,marks-spencer,"Epicerie, Sauces, Sauces barbecue","en:groceries,en:sauces,en:barbecue-sauces","Groceries,Sauces,Barbecue sauces"
100% Pure Maple Syrup,,,"Trader Joe's,  Learning Horizons","trader-joe-s,learning-horizons","Sweeteners, Syrups, Simple syrups, Maple syrups","en:sweeteners,en:syrups,en:simple-syrups,en:maple-syrups","Sweeteners,Syrups,Simple syrups,Maple syrups"
British double cream,,,Marks & Spencer,marks-spencer,,,
Christmas Pudding,,,,,,,
,,,,,,,
Maca raw powder,,200g,Purasana,purasana,,,
,,,,,,,
,,,,,,,
Honeycomb in honey,,,Marks And Spencer,marks-and-spencer,,,
Boule de campagne,,,,,,,
Blanche Drao,,75 cl,Drao,drao,"Boissons, Boissons alcoolisées","en:beverages,en:alcoholic-beverages","Beverages,Alcoholic beverages"
Salted caramel porter,,330 ml,Meantime Brewing Co,meantime-brewing-co,"Boissons, Boissons alcoolisées, Bières","en:beverages,en:alcoholic-beverages,en:beers","Beverages,Alcoholic beverages,Beers"
pressed British pear and blackcurrant juice,,,,,Pear and blackcurrant juice,en:pear-and-blackcurrant-juice,Pear-and-blackcurrant-juice
Diet sparkling cloudy lemonade,,,,,,,
Diet Sparkling Fiery Ginger Beer,Boisson gazeuse sans alcool aromatisée au gingembre avec édulcorant,,"Marks & Spencer,M&S","marks-spencer,m-s","Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons sans alcool, Boissons sans sucre ajouté","en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:non-alcoholic-beverages,en:unsweetened-beverages","Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Non-Alcoholic beverages,Unsweetened beverages"
Red & Black gums,,,Marks & Spencer,marks-spencer,,,
American Hard Gums,,,,,,,
Toffee assortment,,,,,,,
Chewy Mints,,,,,,,
Chocolate biscuits,,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits"
Chocolate biscuits,,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits"
Hospitality soya drink,,,Marks & Spencer,marks-spencer,,,
Turkey feast hand cooked crisps,,,Marks & Spencer,marks-spencer,,,
,,,,,,,
Winter Berries & Prosecco Hand cooked crisps,Chips de pomme de terre avec un assaisonnement aux fruits rouges et au prosecco et des étoiles dorées comestibles - Winter Berries & Prosecco Hand Cooked Crisps,150 g e,Marks & Spencer,marks-spencer,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Apéritif, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps","Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps"
M et S,,,,,,,
Greek style yogurt,,,,,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts à la grecque","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts"
0% fat greek style yogurt,,150 g,M&S,m-s,"Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts"
,,,Marks & Spencer,marks-spencer,,,
Coconut Butter,,,"Maranatha,  The Hain Celestial Group  Inc.","maranatha,the-hain-celestial-group-inc",,,
Greek Style Yogurts Unsweetened,,,,,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts à la grecque","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts"
2 garlic & coriander naans,,,Marks And Spencer,marks-and-spencer,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Naans","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:naans","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Naans"
,,,,,,,
,,75 cl,,,,,
,,,,,,,
"Coconut Tree Brand, Pho', Pho Soup Seasoning Spice Cube",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Pho Ga Spice Cube",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Kho Tieu Seasoning Spice Cube",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Spice Cube Soup Sessoning",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
Bun Mam Soup Seasoning,,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Spice Cube, Hoanh Thanh Soup Seasoning",,,Lucky Shing Co.  Ltd,lucky-shing-co-ltd,,,
Bo Kho Stewed Beef Seasoning,,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Bun Bo Hue Spice Cube",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Vegetarian ""Bo Kho"" Seasoning",,,,,,,
"Coconut Tree Brand, Hu Tieu, Spice Cube, Vegetarian Hu Tieu Soup Seasoning",,,Lucky Shing Co.  Ltd,lucky-shing-co-ltd,,,
Pho Chay Spice Cube,,,Coconut Tree Brand,coconut-tree-brand,,,
"Coconut Tree Brand, Spice Cube Seasoning",,,Lucky Shing Enterprise Co.  Ltd.,lucky-shing-enterprise-co-ltd,,,
"Coconut Tree Brand, Spice Cube Soup Seasoning",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Coconut Tree Brand, Vegetarian Soup Cubes",,,Lucky Shing Co.  Ltd.,lucky-shing-co-ltd,,,
"Crab Soup Seasoning, Spice Cube",,,Lucky Shing Co.  Ltd,lucky-shing-co-ltd,,,
M&S SWISS Chocolate,,,,,,,
Arachides enrobées chocolat au lait,,,M&S,m-s,,,
Chocolate,,,,,,,
 ,,120g,M&S,m-s,,,
Belgian milk chocolate coated brazil nuts,,,M&S,m-s,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Noix du Brésil","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:brazil-nuts","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Brazil nuts"
Oat Non-Dairy Beverage,,,Pacific,pacific,,,
,,195 g,Marks And Spencer,marks-and-spencer,,,
Chocolat,,1kgr,Belcolade,belcolade,,,
Bicarbonate alimentaire,,400 g,Leader Price,leader-price,,,
Macarroni and cheese dinner,,6.25 oz,Best value,best-value,,,
Plain flour,Wheat Flour,1.5 kg,"Sainsbury's,by sainsbury's","sainsbury-s,by-sainsbury-s","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Flours, Cereal flours, Plain Flour","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours,en:plain-flour","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Plain-flour"
Basmati Rice,,,By Sainsbury's,by-sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:basmati-rices","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Basmati rices"
STONBAKED PIZZA- MAGNUFICENTLY,,,MARKS AND SPENCER,marks-and-spencer,,,
"Sandwich Dinde, farce et bacon",,,Marks & Spencer,marks-spencer,"Sandwichs, Sandwichs à la volaille, Sandwichs à la dinde","en:sandwiches,en:poultry-sandwiches,en:turkey-sandwiches","Sandwiches,Poultry sandwiches,Turkey sandwiches"
Extra Virgin Olive Oil,,,Fresh Aisle,fresh-aisle,"Plant-based foods and beverages, Plant-based foods, Fats, Olive tree products, Vegetable fats, Vegetable oils, Olive oils, Extra-virgin olive oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:olive-tree-products,en:vegetable-fats,en:vegetable-oils,en:olive-oils,en:extra-virgin-olive-oils","Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils"
Festive hot chocolate,,240 g,M&S,m-s,"Snacks, Snacks sucrés, Confiseries","en:snacks,en:sweet-snacks,en:confectioneries","Snacks,Sweet snacks,Confectioneries"
Pineapple slices in juice,Canned pineapple slices in pineapple juice,425 g (255 g),Sainsbury's,sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Fruits based foods, Fruits, Canned fruits, Tropical fruits, Canned fruits in juice, Pineapple, Pineapple in juice","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:fruits,en:canned-fruits,en:tropical-fruits,en:canned-fruits-in-juice,en:pineapple,en:pineapple-in-juice","Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Fruits based foods,Fruits,Canned fruits,Tropical fruits,Canned fruits in juice,Pineapple,Pineapple in juice"
Festive jewel medley,,,Marks & Spencer,marks-spencer,,,
Green thai vegetable curry,,400 g,Marks &spencer,marks-spencer,"Plats préparés, Plats à base de riz","en:meals,en:rice-dishes","Meals,Rice dishes"
Fish & Chips,,,,,,,
Cajun chicken Breasts,,,,,,,
,,,Freedent,freedent,,,
Diet Lemonade,,,,,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Limonades","en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:lemonade","Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Lemonade"
Figues,,,,,,,
,,,,,,,
Paleta ibérica,,,,,,,
Spicy Black Bean Dip,,,Trade Joe's,trade-joe-s,,,
Soupe forestiere,,255 g,Knor,knor,,,
Chunky vegetable & beef soup,,,Marks & Spencer,marks-spencer,,,
Soupe petit pois menthe,,,,,,,
Thai green chicken soup,,,M&S,m-s,,,
Bramley Apple Crumble,Crumble à la pomme - Bramley Apple Crumble,,Marks & Spencer,marks-spencer,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Crumbles","en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:crumbles","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,Crumbles"
Kartoffelsalat,,,,,"Fertiggerichte, Salate, Fertigsalate, Kartoffelsalate","en:meals,en:salads,en:prepared-salads,en:potato-salads","Meals,Salads,Prepared salads,Potato salads"
Bramly Apple & Blackberry Crumble,,,Marks And Spencer,marks-and-spencer,,,
Mint Crunbles,,,,,,,
Toffee chocolate eclairs,,,,,,,
,,,,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits, Dates, fr:Dattes Deglet Nour","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:fruits,en:dried-fruits,en:dates,fr:dattes-deglet-nour","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dates,fr:Dattes Deglet Nour"
,,,,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Dried products, Fruits based foods, Dried plant-based foods, Dried fruits, Dried cranberries","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:dried-fruits,en:dried-cranberries","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Dried fruits,Dried cranberries"
,,,,,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Brown rices, Basmati rices, Brown Basmati rices","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:brown-rices,en:basmati-rices,en:brown-basmati-rices","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Brown rices,Basmati rices,Brown Basmati rices"
,,,,,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, White rices, Basmati rices, White Basmati rices","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:white-rices,en:basmati-rices,en:white-basmati-rices","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,White rices,Basmati rices,White Basmati rices"
Fruit  d'Or 100% végétal,,225 gr,,,,,
Orange sans pulpe,,,Tropicana,tropicana,,,
Chicken Chili with Beans,,425 g,Trader Joe's,trader-joe-s,,,
Minted baby potatoes,,,,,,,
Roasting potatoes,,450 g,M&S,m-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Potatoes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:potatoes","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Potatoes"
Mediterranean Roasting Vegetables,,,Marks And Spencer,marks-and-spencer,,,
Layered Classic Vegetables,,315 g,M&S,m-s,,,
"Layered peas, carrots sweetcorn & brocoli",,,,,,,
Tomato ratatouille & cheddar mushrooms,,,,,,,
White Cheddar popcorn,,,Trader Joe's,trader-joe-s,,,
"Enjoy Life Chewy Bars, Soy free, Nut free, Gluten free, Dairy free, Non GMO, Caramel Apple",,473ml,herbalife,herbalife,,,
Classic Pork sausages (78% pork),,,,,,,
Milk Chocolate Bar,,,,,,,
White chocolate bar,,32g,M&S,m-s,"Snacks, Sweet snacks, Bars, Chocolates","en:snacks,en:sweet-snacks,en:bars,en:chocolates","Snacks,Sweet snacks,Bars,Chocolates"
Choux frisé en poudre,,154g,Good nutrition,good-nutrition,Choux,fr:choux,fr:choux
Riz à la méditerranéenne,,250 g,,,,,
White Tiger Garnelen Provence,,,,,"Fisch und Meeresfrüchte, Krebs, Garnele, Garnelen","en:seafood,en:crustaceans,en:shrimps,en:prawns","Seafood,Crustaceans,Shrimps,Prawns"
,,,,,,,
"Cashews, Sesame And Pistachios Brittle Slice",,,Saladine,saladine,,,
Baguette,Baguette,400g,Sainsbury's,sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Baguettes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:baguettes","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Baguettes"
Half & Half,,,"Trader Joe's,  Lookingglass Winery","trader-joe-s,lookingglass-winery",,,
Small curd cottage cheese,Cottage Cheese,454 g,Trader Joe's,trader-joe-s,Cottage Cheese,en:cottage-cheese,Cottage-cheese
chocolate covered cherries,,16 oz,,,,,
,,,Trader Joe's,trader-joe-s,,,
Cream Line Whole Milk Yogurt: Plain,,,Trader Joe's,trader-joe-s,"Dairies, Fermented foods, Fermented milk products, Yogurts, Whole milk yogurts","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:whole-milk-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Whole milk yogurts"
Nonfat Yogurt Plain,,,Trader Joe's,trader-joe-s,,,
Chicken jalfrezi & pilau Rice,,400g,M&S,m-s,"Meals, Meat-based products, Meals with meat, Rice dishes","en:meals,en:meat-based-products,en:meals-with-meat,en:rice-dishes","Meals,Meat-based products,Meals with meat,Rice dishes"
Madeleines Chocolat,,50,Bijou,bijou,"Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat","en:biscuits-and-cakes,en:cakes,en:madeleines,en:chocolate-cakes,en:chocolate-madeleines","Biscuits and cakes,Cakes,Madeleines,Chocolate cakes,Chocolate madeleines"
